Month,Month Label,Economy,Economy Label,Index (Average M2 2023 = 100),Index (Average M2 2023 = 100) Footnote,Index (Average M2 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2013M05,"May  2013",534,"Sint Maarten (Dutch part)",35.39334,,,-4.6746,,,,,"No value reported or collected"
2013M05,"May  2013",705,"Slovenia",59.81593,,,-2.3972,,,,,"No value reported or collected"
2013M05,"May  2013",090,"Solomon Islands",32.43131,,,6.8679,,,,,"No value reported or collected"
2013M05,"May  2013",706,"Somalia",12.37331,,,,,"No value reported or collected",,,"No value reported or collected"
2013M05,"May  2013",710,"South Africa",142.5436,,,8.0976,,,,,"No value reported or collected"
2013M05,"May  2013",724,"Spain",355.61134,,,0.2018,,,,,"No value reported or collected"
2013M05,"May  2013",144,"Sri Lanka",172.71184,,,-2.44,,,,,"No value reported or collected"
2013M05,"May  2013",729,"Sudan",30.59799,,,7.8506,,,,,"No value reported or collected"
2013M05,"May  2013",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M05,"May  2013",740,"Suriname",38.74378,,,17.1039,,,,,"No value reported or collected"
2013M05,"May  2013",752,"Sweden",117.15055,,,-9.5355,,,,,"No value reported or collected"
2013M05,"May  2013",760,"Syrian Arab Republic",48.43568,,,-10.389,,,,,"No value reported or collected"
2013M05,"May  2013",764,"Thailand",195.15122,,,4.0929,,,,,"No value reported or collected"
2013M05,"May  2013",626,"Timor-Leste",16.95726,,,13.38,,,,,"No value reported or collected"
2013M05,"May  2013",768,"Togo",55.58467,,,9.3499,,,,,"No value reported or collected"
2013M05,"May  2013",776,"Tonga",24.45454,,,11.1238,,,,,"No value reported or collected"
2013M05,"May  2013",780,"Trinidad and Tobago",74.44074,,,-6.478,,,,,"No value reported or collected"
2013M05,"May  2013",788,"Tunisia",44.43455,,,2.6641,,,,,"No value reported or collected"
2013M05,"May  2013",792,"Turkiye",219.95007,,,9.5159,,,,,"No value reported or collected"
2013M05,"May  2013",798,"Tuvalu",10.74888,,,,,"No value reported or collected",,,"No value reported or collected"
2013M05,"May  2013",804,"Ukraine",71.01126,,,6.9854,,,,,"No value reported or collected"
2013M05,"May  2013",784,"United Arab Emirates",298.38129,,,5.5446,,,,,"No value reported or collected"
2013M05,"May  2013",826,"United Kingdom",376.68112,,,-3.3152,,,,,"No value reported or collected"
2013M05,"May  2013",834,"United Republic of Tanzania",57.48203,,,-0.2996,,,,,"No value reported or collected"
2013M05,"May  2013",840,"United States",483.49157,,,1.563,,,,,"No value reported or collected"
2013M05,"May  2013",850,"United States Virgin Islands",23.13619,,,12.4768,,,,,"No value reported or collected"
2013M05,"May  2013",858,"Uruguay",93.21106,,,7.5216,,,,,"No value reported or collected"
2013M05,"May  2013",548,"Vanuatu",28.77647,,,39.5214,,,,,"No value reported or collected"
2013M05,"May  2013",862,"Venezuela (Bolivarian Rep. of)",94.49397,,,-0.9205,,,,,"No value reported or collected"
2013M05,"May  2013",704,"Viet Nam",216.70772,,,0.356,,,,,"No value reported or collected"
2013M05,"May  2013",876,"Wallis and Futuna Islands",10.74888,,,45.1945,,,,,"No value reported or collected"
2013M05,"May  2013",887,"Yemen",44.10319,,,13.1341,,,,,"No value reported or collected"
2013M08,"Aug. 2013",008,"Albania",17.86189,,,5.4587,,,,,"No value reported or collected"
2013M08,"Aug. 2013",012,"Algeria",60.92894,,,9.4622,,,,,"No value reported or collected"
2013M08,"Aug. 2013",016,"American Samoa",23.73127,,,18.0538,,,,,"No value reported or collected"
2013M08,"Aug. 2013",024,"Angola",81.07917,,,5.4179,,,,,"No value reported or collected"
2013M08,"Aug. 2013",660,"Anguilla",10.3151,,,0,,,,,"No value reported or collected"
2013M08,"Aug. 2013",028,"Antigua and Barbuda",25.81758,,,12.2992,,,,,"No value reported or collected"
2013M08,"Aug. 2013",032,"Argentina",112.36368,,,3.4571,,,,,"No value reported or collected"
2013M08,"Aug. 2013",533,"Aruba",30.85115,,,-9.805,,,,,"No value reported or collected"
2013M08,"Aug. 2013",036,"Australia",152.0187,,,4.7794,,,,,"No value reported or collected"
2013M08,"Aug. 2013",044,"Bahamas",65.23892,,,-0.7047,,,,,"No value reported or collected"
2013M08,"Aug. 2013",048,"Bahrain",55.46489,,,10.942,,,,,"No value reported or collected"
2013M08,"Aug. 2013",050,"Bangladesh",42.26882,,,7.1832,,,,,"No value reported or collected"
2013M08,"Aug. 2013",052,"Barbados",34.05287,,,4.8007,,,,,"No value reported or collected"
2013M08,"Aug. 2013",056,"Belgium",382.8892,,,-4.1645,,,,,"No value reported or collected"
2013M08,"Aug. 2013",084,"Belize",27.08444,,,15.3591,,,,,"No value reported or collected"
2013M08,"Aug. 2013",204,"Benin",63.6143,,,15.6521,,,,,"No value reported or collected"
2013M08,"Aug. 2013",060,"Bermuda",7.78925,,,0,,,,,"No value reported or collected"
2013M08,"Aug. 2013",535,"Bonaire, Sint Eustatius and Saba",14.34621,,,2.3846,,,,,"No value reported or collected"
2013M08,"Aug. 2013",076,"Brazil",140.27087,,,-3.2565,,,,,"No value reported or collected"
2013M08,"Aug. 2013",092,"British Virgin Islands",11.72357,,,0,,,,,"No value reported or collected"
2013M08,"Aug. 2013",096,"Brunei Darussalam",23.97038,,,8.428,,,,,"No value reported or collected"
2013M08,"Aug. 2013",100,"Bulgaria",23.93346,,,-9.1592,,,,,"No value reported or collected"
2013M08,"Aug. 2013",132,"Cabo Verde",12.00626,,,-35.889,,,,,"No value reported or collected"
2013M08,"Aug. 2013",116,"Cambodia",22.08253,,,59.3724,,,,,"No value reported or collected"
2013M08,"Aug. 2013",120,"Cameroon",66.44717,,,-1.2982,,,,,"No value reported or collected"
2013M08,"Aug. 2013",124,"Canada",153.56411,,,6.6414,,,,,"No value reported or collected"
2013M08,"Aug. 2013",136,"Cayman Islands",9.43552,,,0,,,,,"No value reported or collected"
2013M08,"Aug. 2013",152,"Chile",96.30706,,,1.3719,,,,,"No value reported or collected"
2013M08,"Aug. 2013",156,"China",896.63439,,,-0.0337,,,,,"No value reported or collected"
2013M08,"Aug. 2013",344,"China, Hong Kong SAR",531.7715,,,0.5959,,,,,"No value reported or collected"
2013M08,"Aug. 2013",158,"China, Taiwan Province of",322.9521,,,-0.1514,,,,,"No value reported or collected"
2013M08,"Aug. 2013",170,"Colombia",166.64451,,,8.6038,,,,,"No value reported or collected"
2013M08,"Aug. 2013",174,"Comoros",18.27797,,,-12.4207,,,,,"No value reported or collected"
2013M08,"Aug. 2013",178,"Congo",69.69003,,,3.9322,,,,,"No value reported or collected"
2013M08,"Aug. 2013",184,"Cook Islands",10.6911,,,58.2281,,,,,"No value reported or collected"
2013M08,"Aug. 2013",188,"Costa Rica",96.36606,,,1.7274,,,,,"No value reported or collected"
2013M08,"Aug. 2013",384,"Cote d'Ivoire",87.02239,,,8.8639,,,,,"No value reported or collected"
2013M08,"Aug. 2013",191,"Croatia",45.11034,,,-7.4435,,,,,"No value reported or collected"
2013M08,"Aug. 2013",192,"Cuba",33.15809,,,-7.4074,,,,,"No value reported or collected"
2013M08,"Aug. 2013",531,"Curacao",35.42351,,,-2.893,,,,,"No value reported or collected"
2013M08,"Aug. 2013",196,"Cyprus",58.47969,,,-11.8482,,,,,"No value reported or collected"
2013M08,"Aug. 2013",180,"Dem. Rep. of the Congo",34.56087,,,8.0742,,,,,"No value reported or collected"
2013M08,"Aug. 2013",208,"Denmark",103.00364,,,11.9191,,,,,"No value reported or collected"
2013M08,"Aug. 2013",262,"Djibouti",59.29518,,,12.4852,,,,,"No value reported or collected"
2013M08,"Aug. 2013",212,"Dominica",21.50495,,,7.6667,,,,,"No value reported or collected"
2013M08,"Aug. 2013",214,"Dominican Republic",117.88591,,,1.8454,,,,,"No value reported or collected"
2013M08,"Aug. 2013",218,"Ecuador",91.6956,,,9.9373,,,,,"No value reported or collected"
2013M08,"Aug. 2013",818,"Egypt",231.75951,,,10.675,,,,,"No value reported or collected"
2013M08,"Aug. 2013",222,"El Salvador",26.76528,,,24.2097,,,,,"No value reported or collected"
2013M08,"Aug. 2013",226,"Equatorial Guinea",32.74608,,,-0.0147,,,,,"No value reported or collected"
2013M08,"Aug. 2013",233,"Estonia",34.94308,,,-12.8329,,,,,"No value reported or collected"
2013M08,"Aug. 2013",234,"Faroe Islands",14.42964,,,-0.0556,,,,,"No value reported or collected"
2013M08,"Aug. 2013",242,"Fiji",53.4901,,,19.9552,,,,,"No value reported or collected"
2013M08,"Aug. 2013",246,"Finland",97.94903,,,4.6264,,,,,"No value reported or collected"
2013M08,"Aug. 2013",250,"France",297.29112,,,12.7661,,,,,"No value reported or collected"
2013M08,"Aug. 2013",254,"French Guiana",15.60594,,,-12.9885,,,,,"No value reported or collected"
2013M08,"Aug. 2013",258,"French Polynesia",32.71448,,,-13.3349,,,,,"No value reported or collected"
2013M08,"Aug. 2013",266,"Gabon",42.65809,,,-6.9851,,,,,"No value reported or collected"
2013M08,"Aug. 2013",270,"Gambia",28.689,,,-2.7369,,,,,"No value reported or collected"
2013M08,"Aug. 2013",268,"Georgia",22.29239,,,-10.7601,,,,,"No value reported or collected"
2013M08,"Aug. 2013",276,"Germany",409.64735,,,-2.7642,,,,,"No value reported or collected"
2013M08,"Aug. 2013",288,"Ghana",85.05459,,,8.472,,,,,"No value reported or collected"
2013M08,"Aug. 2013",292,"Gibraltar",5.9857,,,-51.4902,,,,,"No value reported or collected"
2013M08,"Aug. 2013",300,"Greece",136.64235,,,14.8287,,,,,"No value reported or collected"
2013M08,"Aug. 2013",304,"Greenland",4.47555,,,,,"No value reported or collected",,,"No value reported or collected"
2013M08,"Aug. 2013",308,"Grenada",33.57877,,,10.6909,,,,,"No value reported or collected"
2013M08,"Aug. 2013",312,"Guadeloupe",42.56185,,,-1.5726,,,,,"No value reported or collected"
2013M08,"Aug. 2013",316,"Guam",25.22392,,,11.9923,,,,,"No value reported or collected"
2013M08,"Aug. 2013",320,"Guatemala",87.92957,,,19.1908,,,,,"No value reported or collected"
2013M08,"Aug. 2013",831,"Guernsey",5.48861,,,2.7149,,,,,"No value reported or collected"
2013M08,"Aug. 2013",324,"Guinea",37.56893,,,7.3628,,,,,"No value reported or collected"
2013M08,"Aug. 2013",624,"Guinea-Bissau",10.20637,,,-31.2153,,,,,"No value reported or collected"
2013M08,"Aug. 2013",328,"Guyana",41.69139,,,12.268,,,,,"No value reported or collected"
2013M08,"Aug. 2013",332,"Haiti",42.57662,,,11.1841,,,,,"No value reported or collected"
2013M08,"Aug. 2013",340,"Honduras",69.01847,,,9.7834,,,,,"No value reported or collected"
2013M08,"Aug. 2013",352,"Iceland",18.46983,,,15.8013,,,,,"No value reported or collected"
2013M08,"Aug. 2013",356,"India",231.13324,,,-0.3191,,,,,"No value reported or collected"
2013M08,"Aug. 2013",360,"Indonesia",230.18583,,,5.7698,,,,,"No value reported or collected"
2013M08,"Aug. 2013",364,"Iran (Islamic Republic of)",63.47031,,,-26.701,,,,,"No value reported or collected"
2013M08,"Aug. 2013",368,"Iraq",27.09085,,,17.0839,,,,,"No value reported or collected"
2013M08,"Aug. 2013",372,"Ireland",53.39518,,,-8.7209,,,,,"No value reported or collected"
2013M08,"Aug. 2013",376,"Israel",109.20053,,,2.2148,,,,,"No value reported or collected"
2013M08,"Aug. 2013",380,"Italy",285.76035,,,0.3297,,,,,"No value reported or collected"
2013M08,"Aug. 2013",388,"Jamaica",101.59516,,,6.4992,,,,,"No value reported or collected"
2013M08,"Aug. 2013",392,"Japan",435.45931,,,-0.6002,,,,,"No value reported or collected"
2013M08,"Aug. 2013",832,"Jersey",5.48861,,,2.7149,,,,,"No value reported or collected"
2013M08,"Aug. 2013",400,"Jordan",56.68995,,,-7.2308,,,,,"No value reported or collected"
2013M08,"Aug. 2013",404,"Kenya",57.48192,,,-4.7317,,,,,"No value reported or collected"
2013M08,"Aug. 2013",296,"Kiribati",18.53304,,,58.0805,,,,,"No value reported or collected"
2013M08,"Aug. 2013",414,"Kuwait",42.92834,,,1.4622,,,,,"No value reported or collected"
2013M08,"Aug. 2013",428,"Latvia",32.15102,,,-16.7743,,,,,"No value reported or collected"
2013M08,"Aug. 2013",422,"Lebanon",89.40198,,,3.1413,,,,,"No value reported or collected"
2013M08,"Aug. 2013",430,"Liberia",25.56237,,,5.5141,,,,,"No value reported or collected"
2013M08,"Aug. 2013",434,"Libya",63.32075,,,90.8574,,,,,"No value reported or collected"
2013M08,"Aug. 2013",440,"Lithuania",41.17643,,,-1.3959,,,,,"No value reported or collected"
2013M08,"Aug. 2013",450,"Madagascar",43.23831,,,6.7479,,,,,"No value reported or collected"
2013M08,"Aug. 2013",458,"Malaysia",478.42312,,,-0.3748,,,,,"No value reported or collected"
2013M08,"Aug. 2013",462,"Maldives",18.5458,,,-23.1261,,,,,"No value reported or collected"
2013M08,"Aug. 2013",470,"Malta",118.71121,,,15.0543,,,,,"No value reported or collected"
2013M08,"Aug. 2013",584,"Marshall Islands",22.36589,,,49.0384,,,,,"No value reported or collected"
2013M08,"Aug. 2013",474,"Martinique",29.09171,,,-2.0555,,,,,"No value reported or collected"
2013M08,"Aug. 2013",478,"Mauritania",27.94398,,,32.2574,,,,,"No value reported or collected"
2013M08,"Aug. 2013",480,"Mauritius",74.53207,,,16.9332,,,,,"No value reported or collected"
2013M08,"Aug. 2013",175,"Mayotte",22.21127,,,-8.9797,,,,,"No value reported or collected"
2013M08,"Aug. 2013",484,"Mexico",168.70673,,,8.1748,,,,,"No value reported or collected"
2013M08,"Aug. 2013",583,"Micronesia (Federated States of)",6.50492,,,-22.768,,,,,"No value reported or collected"
2013M08,"Aug. 2013",499,"Montenegro",9.9611,,,-24.4286,,,,,"No value reported or collected"
2013M08,"Aug. 2013",500,"Montserrat",9.51374,,,,,"No value reported or collected",,,"No value reported or collected"
2013M08,"Aug. 2013",504,"Morocco",184.23157,,,10.2358,,,,,"No value reported or collected"
2013M08,"Aug. 2013",508,"Mozambique",64.30012,,,20.2546,,,,,"No value reported or collected"
2013M08,"Aug. 2013",104,"Myanmar",38.64357,,,-6.5951,,,,,"No value reported or collected"
2013M08,"Aug. 2013",516,"Namibia",50.306,,,0.9624,,,,,"No value reported or collected"
2013M08,"Aug. 2013",520,"Nauru",4.43241,,,,,"No value reported or collected",,,"No value reported or collected"
2013M08,"Aug. 2013",528,"Netherlands (Kingdom of the)",393.05276,,,-4.7865,,,,,"No value reported or collected"
2013M08,"Aug. 2013",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M08,"Aug. 2013",540,"New Caledonia",50.91375,,,11.4578,,,,,"No value reported or collected"
2013M08,"Aug. 2013",554,"New Zealand",89.25021,,,4.6818,,,,,"No value reported or collected"
2013M08,"Aug. 2013",558,"Nicaragua",25.92429,,,41.1102,,,,,"No value reported or collected"
2013M08,"Aug. 2013",566,"Nigeria",95.55248,,,7.2168,,,,,"No value reported or collected"
2013M08,"Aug. 2013",574,"Norfolk Island",7.8957,,,201.8933,,,,,"No value reported or collected"
2013M08,"Aug. 2013",580,"Northern Mariana Islands",14.81287,,,8.581,,,,,"No value reported or collected"
2013M08,"Aug. 2013",578,"Norway",57.42818,,,-9.3875,,,,,"No value reported or collected"
2013M08,"Aug. 2013",512,"Oman",139.22235,,,0.0539,,,,,"No value reported or collected"
2013M08,"Aug. 2013",586,"Pakistan",116.53994,,,6.3484,,,,,"No value reported or collected"
2013M08,"Aug. 2013",585,"Palau",9.07644,,,5.6172,,,,,"No value reported or collected"
2013M08,"Aug. 2013",591,"Panama",198.87594,,,2.9044,,,,,"No value reported or collected"
2013M08,"Aug. 2013",598,"Papua New Guinea",43.58453,,,6.9719,,,,,"No value reported or collected"
2013M08,"Aug. 2013",600,"Paraguay",4.45241,,,-10.6006,,,,,"No value reported or collected"
2013M08,"Aug. 2013",604,"Peru",111.56848,,,7.4266,,,,,"No value reported or collected"
2013M08,"Aug. 2013",608,"Philippines",149.35321,,,8.9331,,,,,"No value reported or collected"
2013M08,"Aug. 2013",616,"Poland",103.39487,,,27.9317,,,,,"No value reported or collected"
2013M08,"Aug. 2013",620,"Portugal",164.62422,,,6.776,,,,,"No value reported or collected"
2013M08,"Aug. 2013",630,"Puerto Rico",49.16536,,,0.8495,,,,,"No value reported or collected"
2013M08,"Aug. 2013",634,"Qatar",32.25441,,,-18.1582,,,,,"No value reported or collected"
2013M08,"Aug. 2013",410,"Republic of Korea",517.53448,,,-0.3943,,,,,"No value reported or collected"
2013M08,"Aug. 2013",498,"Republic of Moldova",3.4975,,,3.4939,,,,,"No value reported or collected"
2013M08,"Aug. 2013",638,"Reunion",42.3764,,,3.2715,,,,,"No value reported or collected"
2013M08,"Aug. 2013",642,"Romania",64.96996,,,14.4655,,,,,"No value reported or collected"
2013M08,"Aug. 2013",643,"Russian Federation",229.60065,,,2.0357,,,,,"No value reported or collected"
2013M08,"Aug. 2013",659,"Saint Kitts and Nevis",20.15125,,,15.6212,,,,,"No value reported or collected"
2013M08,"Aug. 2013",662,"Saint Lucia",36.22685,,,11.4904,,,,,"No value reported or collected"
2013M08,"Aug. 2013",670,"Saint Vincent and the Grenadines",35.87719,,,9.9389,,,,,"No value reported or collected"
2013M08,"Aug. 2013",882,"Samoa",26.89916,,,10.2188,,,,,"No value reported or collected"
2013M08,"Aug. 2013",678,"Sao Tome and Principe",17.55017,,,-0.7868,,,,,"No value reported or collected"
2013M08,"Aug. 2013",682,"Saudi Arabia",192.20937,,,1.0269,,,,,"No value reported or collected"
2013M08,"Aug. 2013",686,"Senegal",51.28126,,,1.908,,,,,"No value reported or collected"
2013M08,"Aug. 2013",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M08,"Aug. 2013",690,"Seychelles",27.15233,,,0.9969,,,,,"No value reported or collected"
2013M08,"Aug. 2013",694,"Sierra Leone",24.49958,,,50.5433,,,,,"No value reported or collected"
2013M08,"Aug. 2013",702,"Singapore",574.45925,,,1.3337,,,,,"No value reported or collected"
2013M08,"Aug. 2013",534,"Sint Maarten (Dutch part)",36.851,,,-0.7248,,,,,"No value reported or collected"
2013M08,"Aug. 2013",705,"Slovenia",60.61211,,,-1.6787,,,,,"No value reported or collected"
2013M08,"Aug. 2013",090,"Solomon Islands",34.94506,,,11.4462,,,,,"No value reported or collected"
2013M08,"Aug. 2013",706,"Somalia",15.14683,,,345.3808,,,,,"No value reported or collected"
2013M08,"Aug. 2013",710,"South Africa",147.24885,,,7.6022,,,,,"No value reported or collected"
2013M08,"Aug. 2013",724,"Spain",362.86542,,,0.478,,,,,"No value reported or collected"
2013M08,"Aug. 2013",144,"Sri Lanka",175.9578,,,1.3627,,,,,"No value reported or collected"
2013M08,"Aug. 2013",729,"Sudan",33.20672,,,16.6539,,,,,"No value reported or collected"
2013M08,"Aug. 2013",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013M08,"Aug. 2013",740,"Suriname",40.27602,,,19.0763,,,,,"No value reported or collected"
2013M08,"Aug. 2013",752,"Sweden",121.04357,,,-1.4621,,,,,"No value reported or collected"
2013M08,"Aug. 2013",760,"Syrian Arab Republic",46.32336,,,-13.7115,,,,,"No value reported or collected"
2013M08,"Aug. 2013",764,"Thailand",206.97474,,,7.854,,,,,"No value reported or collected"
2013M08,"Aug. 2013",626,"Timor-Leste",16.98176,,,1.0826,,,,,"No value reported or collected"
